"OBJECTID","Eradication ID","Common Name","Scientific Name","Type (Animal)","Year of Introduction","Data Quality","Eradication Start Date","Eradication End Date","Status (Eradication)","Type (Eradication)","Primary Eradication Method","Secondary Eradication Method","Tertiary Eradication Method","Primary Baiting Method","Secondary Baiting Method","Primary Toxicant","Secondary Toxicant","Contact Name","Contact Organization","Organization_Website","Island Code","Island Name","Region","Country","Archipelago","Latitude","Longitude","Area (sq km)","Human Population"
"1534","2435","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000244","North Drum","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.84157701689","-157.390448135","0.0285716450476","None"
"1535","2436","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000245","East Drum","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.83720637855","-157.388146832","0.0128147668461","None"
"1536","2437","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000246","Big Nimroona","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.83009769769","-157.424327247","0.0676092235087","None"
"1538","2439","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000247","NW Nimroona","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.83078820489","-157.427870354","0.00865641095625","None"
"1539","2440","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000248","SW Nimroona","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.8279898657","-157.427983112","0.0446200961584","None"
"1540","2441","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000249","Big Fred/Tonga","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.84667703739","-157.415396645","0.0497646886472","None"
"1541","2442","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000250","SE Fred/Tonga","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.8445475603","-157.413518096","0.0154147579749","None"
"1542","2443","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000251","NW Fred/Tonga","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.84922690585","-157.417199113","0.0124278339171","None"
"1544","2445","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000270","E isle","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.95719575387","-157.320923501","0.0158976833099","None"
"1545","3232","Black Rat","Rattus rattus","Rodent","null","Satisfactory","null","2019","To Be Confirmed","Whole Island","Toxicant","NA","NA","Bait Station","NA","Diphacinone","NA","null","null","null","390596","Green Cay","Caribbean","Virgin Islands U.S.","Lesser Antilles (US Virgin Islands (St. Croix Islands))","17.7667458207","-64.66576483","0.0448581749922","None"
"1546","2446","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000252","Isles Lagoon 2","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.84036830079","-157.363288265","0.00403622198396","None"
"1547","2447","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000253","Isles Lagoon 3","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.83771415994","-157.36051339","0.00668634435889","None"
"1548","2448","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000254","Isles Lagoon 4","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.83849206234","-157.363058125","0.0177719054538","None"
"1549","2449","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000255","Isles Lagoon 5","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.83809539806","-157.36489976","0.00397349974787","None"
"1550","2450","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000256","Isles Lagoon 13","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.82721039743","-157.366742288","0.014756480924","None"
"1551","2451","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000257","Isles Lagoon 16","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.82949379756","-157.369390039","0.0513187714352","None"
"1552","2452","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000258","Isles Lagoon 21","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.82749466863","-157.376401527","0.0183773736589","None"
"1553","2453","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000259","Isles Lagoon 22","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.825368703","-157.373599113","0.0173803387427","None"
"1554","2454","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000260","Isles Lagoon 23","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.82225804672","-157.374733923","0.0196928560911","None"
"1555","2455","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000261","SW motu Koil","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.81709264858","-157.36250798","0.0372797294669","None"
"1556","2456","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000262","SW Islet Koil","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.81985021977","-157.365016954","0.00553194621565","None"
"1557","2457","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000263","NW Tibo","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.84594420013","-157.440142348","0.0121600816232","None"
"1558","2458","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000264","Big Ambo","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.83815945674","-157.432144725","0.0180588540101","None"
"1559","2459","Polynesian Rat","Rattus exulans","Rodent","null","Poor","2011","2011","Failed","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000265","Frigatebird","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.82107506206","-157.35632513","0.147530354961","None"
"1560","2460","Polynesian Rat","Rattus exulans","Rodent","null","Good","2012","2012","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000266","Big Tibo","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.84280060422","-157.439349723","0.0468640033785","None"
"1561","2461","Polynesian Rat","Rattus exulans","Rodent","null","Good","2012","2012","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000271","Oasis 1 (East)","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.80735677372","-157.365485483","0.0222956734205","None"
"1562","2462","Polynesian Rat","Rattus exulans","Rodent","null","Good","2012","2012","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000272","Oasis 2","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.80872052186","-157.368491167","0.0256621148618","None"
"1563","2463","Polynesian Rat","Rattus exulans","Rodent","null","Good","2012","2012","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000273","Oasis 3","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.80955523742","-157.370383332","0.0150224655104","None"
"1564","2464","Polynesian Rat","Rattus exulans","Rodent","null","Poor","null","null","Failed","Whole Island","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000241","Motu Upua","Pacific Ocean - North East","Kiribati","Line Islands (Kirimatiti)","1.99784501177","-157.449162834","0.388498055671","None"
"1565","2465","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000267","S Nimroona 1","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.82208574065","-157.420168425","0.0297334276443","None"
"1566","2466","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000268","S Nimroona 2","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.82223609371","-157.422134711","0.00407718992166","None"
"1567","2467","Polynesian Rat","Rattus exulans","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pierce; Ray","Eco Oceania Pty Ltd","http://raypierce.marinenz.org.nz/","110000269","S Nimroona 3","Pacific Ocean - North East","Kiribati","Line Islands (Kiritimati)","1.8235179788","-157.418738308","0.00731157859275","None"
"1571","2471","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Satisfactory","1990","1990","Successful","Whole Island","Toxicant","NA","NA","Unknown","NA","Unknown","NA","null","null","null","110000203","Motutapu","Pacific Ocean - South West","New Zealand","Bay of Islands","-35.1928802118","174.017919856","0.00402741004571","None"
"1576","2477","Polynesian Rat","Rattus exulans","Rodent","null","Satisfactory","2000","2000","Successful","Whole Island","Toxicant","Trapping","NA","Bait Station","NA","Diphacinone","NA","null","null","null","110000228","Moku'auia (Goat Island)","Pacific Ocean - North East","United States","Hawaiian Islands","21.6628109473","-157.922743474","0.053528030475","None"
"1577","2478","Black Rat","Rattus rattus","Rodent","2004","Satisfactory","2006","2006","Successful (Reinvaded)","Whole Island","Toxicant","Trapping","NA","Bait Station","NA","Diphacinone","NA","null","null","null","110000228","Moku'auia (Goat Island)","Pacific Ocean - North East","United States","Hawaiian Islands","21.6628109473","-157.922743474","0.053528030475","None"
"1578","2490","Gambian Rat","Cricetomys gambianus","Rodent","null","Good","2006","2009","Failed","Whole Island","Toxicant","Trapping","NA","Bait Station","NA","Unknown","NA","null","null","null","404372","Grassy Key","Caribbean","United States","Florida Keys","24.7506779121","-80.9776503108","7.20654861962","101 - 1000"
"1581","2498","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2008","2008","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","null","null","null","30782","Grey Group","Pacific Ocean - South West","New Zealand","Great Barrier Islands","-36.1849168119","175.293959215","0.0313946293331","None"
"1582","2499","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2008","2008","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","null","null","null","30863","Nelson","Pacific Ocean - South West","New Zealand","Great Barrier Islands","-36.1659600356","175.29894278","0.123844710903","None"
"1583","2500","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2008","2008","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","null","null","null","30866","Motuhaku","Pacific Ocean - South West","New Zealand","Great Barrier Islands","-36.1629271572","175.2890744","0.398974516365","Unknown"
"1584","2501","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2009","2009","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","null","null","null","110000235","Motutaiko","Pacific Ocean - South West","New Zealand","Broken Islands","-36.2164546339","175.289063846","0.211494846626","None"
"1585","2502","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2009","2009","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","null","null","null","26999","Rangiahua","Pacific Ocean - South West","New Zealand","Broken Islands","-36.2218664392","175.302716361","0.62363019058","None"
"1586","2504","Black Rat","Rattus rattus","Rodent","null","Poor","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","null","null","null","26997","Papakuri","Pacific Ocean - South West","New Zealand","Broken Islands","-36.2203872219","175.28859698","0.00435206186333","None"
"1595","2823","Black Rat","Rattus rattus","Rodent","null","Satisfactory","1990","1999","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Unknown","Unknown","Unknown","Unknown","null","null","null","35084","Long Rock","Atlantic Ocean - North","Bermuda","Bermuda (Ruth's Bay)","32.3572352457","-64.6547018323","0.00624334939342","None"
"1596","2824","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2008","2008","Successful","Incursion Response","Toxicant","NA","NA","Unknown","Unknown","Unknown","Unknown","null","null","null","35084","Long Rock","Atlantic Ocean - North","Bermuda","Bermuda (Ruth's Bay)","32.3572352457","-64.6547018323","0.00624334939342","None"
"1597","2825","Black Rat","Rattus rattus","Rodent","null","Good","2016","2016","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","Bait Station","Brodifacoum","NA","Will;David","Island Conservation","null","425054","Desecheo","Caribbean","Puerto Rico","Greater Antilles (Puerto Rican Islands)","18.3841681885","-67.48055711","1.47941839417","None"
"1599","2827","Black Rat","Rattus rattus","Rodent","null","Good","2012","2016","Successful","Whole Island","Toxicant","Trapping","NA","Bait Station","NA","Unknown","NA","null","null","null","463848","Pomona","Pacific Ocean - South West","New Zealand","Lake Manapouri","-45.5067492254","167.47360565","2.48539289158","None"
"1601","2831","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2014","2014","Successful","Incursion Response","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","null","null","null","389876","South Georgia","Atlantic Ocean - South","South Georgia and the South Sandwich Islands","South Georgia Islands","-54.3789266127","-36.6802295","3502.33094612","11 - 100"
"1603","2833","Polynesian Rat","Rattus exulans","Rodent","null","Good","2015","2015","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","null","null","null","360494","Motu Tapu","Pacific Ocean - South East","Tonga","Tongatapu group","-21.0916309059","-175.056707681","0.124012691148","None"
"1604","3233","Black Rat","Rattus rattus","Rodent","null","Poor","null","2019","To Be Confirmed","Whole Island","Unknown","NA","NA","Unknown","NA","NA","NA","null","null","null","420044","Cayo Lobo","Caribbean","Puerto Rico","Greater Antilles (Puerto Rican Islands)","18.324297","-65.377247","0.155928","None"
"1606","2505","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2009","2009","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","null","null","null","31039","Mahuki","Pacific Ocean - South West","New Zealand","Broken Islands","-36.2323208966","175.30287079","0.458228220179","None"
"1607","2506","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2009","2009","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","null","null","null","31038","Little Mahuki","Pacific Ocean - South West","New Zealand","Broken Islands","-36.2284763515","175.30666462","0.0201582200141","None"
"1611","2512","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2009","2010","Successful","Incursion Response","Trapping","NA","NA","Unknown","NA","Unknown","NA","null","null","null","459034","Urupukapuka","Pacific Ocean - South West","New Zealand","Bay of Islands","-35.2148276428","174.231839239","2.49470051743","Unknown"
"1612","2513","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2014","2014","Successful","Incursion Response","Trapping","NA","NA","Unknown","NA","Unknown","NA","null","null","null","459034","Urupukapuka","Pacific Ocean - South West","New Zealand","Bay of Islands","-35.2148276428","174.231839239","2.49470051743","Unknown"
"1630","2537","House Mouse","Mus musculus","Rodent","null","Poor","null","2013","To Be Confirmed","Whole Island","Toxicant","NA","NA","Bait Station","NA","Unknown","NA","null","null","null","110000224","Mer (Murray)","Pacific Ocean - South West","Australia","Queensland Islands (Torres Strait)","-9.916731427","144.05140085","4.90870720678","101 - 1000"
"1632","3107","Polynesian Rat","Rattus exulans","Rodent","null","Good","2017","2017","To Be Confirmed","Whole Island","Toxicant","NA","NA","Aerial Broadcast","Hand Broadcast","Diphacinone","NA","Baiao Patty","Island Conservation","null","395516","Lehua","Pacific Ocean - North East","United States","Hawaiian Islands","22.0201269531","-160.09559649","1.11031338497","None"
"1633","2538","Black Rat","Rattus rattus","Rodent","null","Poor","null","2013","To Be Confirmed","Whole Island","Toxicant","NA","NA","Bait Station","NA","Unknown","NA","null","null","null","110000224","Mer (Murray)","Pacific Ocean - South West","Australia","Queensland Islands (Torres Strait)","-9.916731427","144.05140085","4.90870720678","101 - 1000"
"1643","2548","Black Rat","Rattus rattus","Rodent","null","Satisfactory","null","1966","Successful","Whole Island","Toxicant","NA","NA","Unknown","NA","Unknown","NA","null","null","null","22216","Citadel","Pacific Ocean - South West","Australia","Bass Strait Islands (Wilsons Promontory)","-39.114668032","146.23683395","0.189272417824","None"
"1650","2558","House Mouse","Mus musculus","Rodent","1989","Good","2010","2012","Successful","Whole Island","Toxicant","NA","NA","Bait Station","Hand Broadcast","Brodifacoum","NA","null","null","null","332005","Three Bays","Indian Ocean - East","Australia","Western Australia","-26.5539764831","113.64761915","0.044725435161","None"
"1660","2947","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2003","2005","Trial or Research only","Whole Island","Toxicant","NA","NA","Bait Station","Hand Broadcast","Diphacinone","NA","null","null","null","159997","Adak","Pacific Ocean - North East","United States","Aleutian Islands","51.7890050316","-176.694986186","713.127156698","101 - 1000"
"1663","2572","House Mouse","Mus musculus","Rodent","null","Good","2002","2002","Failed","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","Dervaux; Antoine","Department of Conservation of Natural Heritage  French Southern and Antarctic Lands","null","15146","Chateau","Indian Ocean - West","French Southern Territories","Kerguelen Islands (Golfe du Morbihan)","-49.4941166962","69.92432199","2.23142829708","None"
"1664","2573","House Mouse","Mus musculus","Rodent","null","Satisfactory","1997","null","Incomplete","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","null","null","null","463846","Silver","Pacific Ocean - South West","New Zealand","Lake Hawea","-44.4497716068","169.35061873","0.25924843951","None"
"1665","2574","House Mouse","Mus musculus","Rodent","null","Satisfactory","1997","1997","Incomplete","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","null","null","null","463853","Stevensons","Pacific Ocean - South West","New Zealand","Lake Wanaka","-44.5960305961","169.13560943","0.578725701369","None"
"1666","2575","House Mouse","Mus musculus","Rodent","null","Poor","1996","1996","Failed","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","Craw; J.","Auckland Councit","null","464065","Matakohe (Limestone/Whangarei)","Pacific Ocean - South West","New Zealand","Whangarei Harbour","-35.7841761954","174.359218715","0.382269782947","None"
"1667","2576","House Mouse","Mus musculus","Rodent","null","Satisfactory","1989","1989","Failed","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","null","null","null","463845","Mokoia","Pacific Ocean - South West","New Zealand","Lake Rotorua","-38.07997516","176.28768891","1.3283724364","None"
"1669","2578","House Mouse","Mus musculus","Rodent","null","Good","1999","2000","Failed","Whole Island","Toxicant","NA","NA","Bait Station","NA","Diphacinone","NA","null","null","null","390597","Buck","Caribbean","Virgin Islands U.S.","Lesser Antilles (US Virgin Islands (St. Croix Islands))","17.787149834","-64.62090151","0.693343999317","None"
"1673","2586","Black Rat","Rattus rattus","Rodent","null","Good","2017","2017","To Be Confirmed","Whole Island","Toxicant","Unknown","Unknown","Bait Station","Unknown","Brodifacoum","Bromadiolone","null","null","null","239763","Pianosa","Mediterranean","Italy","Tuscan Islands","42.2250227329","15.74741661","0.120402635241","11 - 100"
"1675","2591","House Mouse","Mus musculus","Rodent","null","Good","2011","2011","Successful","Incursion Response","Trapping","NA","NA","Bait Station","NA","Brodifacoum","NA","null","null","null","459035","Moturua","Pacific Ocean - South West","New Zealand","Bay of Islands","-35.2236003983","174.190951381","1.68544311129","None"
"1676","2592","House Mouse","Mus musculus","Rodent","null","Satisfactory","2013","2013","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","null","null","null","26896","Rotoroa","Pacific Ocean - South West","New Zealand","Hauraki Gulf","-36.8164218651","175.19827451","0.880551866705","Unknown"
"1683","2601","Black Rat","Rattus rattus","Rodent","null","Good","1995","1995","Trial or Research only","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","null","null","null","332348","Renewal","Indian Ocean - East","Australia","Western Australia (Montebello Islands)","-20.4682879295","115.54726715","0.48309058769","None"
"1684","2602","Black Rat","Rattus rattus","Rodent","null","Good","1996","1996","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","null","null","null","332348","Renewal","Indian Ocean - East","Australia","Western Australia (Montebello Islands)","-20.4682879295","115.54726715","0.48309058769","None"
"1685","2604","Black Rat","Rattus rattus","Rodent","null","Good","2001","2001","Unknown pre-status","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","null","null","null","331192","Primrose","Indian Ocean - East","Australia","Western Australia (Montebello Islands)","-20.3721040588","115.517067863","0.354323957665","None"
"1686","2605","Black Rat","Rattus rattus","Rodent","null","Good","1997","1997","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","null","null","null","331192","Primrose","Indian Ocean - East","Australia","Western Australia (Montebello Islands)","-20.3721040588","115.517067863","0.354323957665","None"
"1687","2606","Black Rat","Rattus rattus","Rodent","null","Good","1999","1999","Unknown pre-status","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","null","null","null","332141","Campbell","Indian Ocean - East","Australia","Western Australia (Montebello Islands)","-20.4289529866","115.54466138","0.305262356718","None"
"1688","2834","Black Rat","Rattus rattus","Rodent","1967","Satisfactory","1990","1990","Successful (Reinvaded)","Whole Island","Toxicant","Trapping","NA","Bait Station","NA","Diphacinone","NA","null","null","null","110000228","Moku'auia (Goat Island)","Pacific Ocean - North East","United States","Hawaiian Islands","21.6628109473","-157.922743474","0.053528030475","None"
"1690","2607","Black Rat","Rattus rattus","Rodent","null","Good","2001","2001","Unknown pre-status","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","null","null","null","332141","Campbell","Indian Ocean - East","Australia","Western Australia (Montebello Islands)","-20.4289529866","115.54466138","0.305262356718","None"
"1691","2608","Black Rat","Rattus rattus","Rodent","null","Good","1999","1999","Unknown pre-status","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","null","null","null","464055","Delta","Indian Ocean - East","Australia","Western Australia (Montebello Islands)","-20.4420716275","115.54791958","0.427025519279","None"
"1692","2609","Black Rat","Rattus rattus","Rodent","null","Good","2001","2001","Unknown pre-status","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","null","null","null","464055","Delta","Indian Ocean - East","Australia","Western Australia (Montebello Islands)","-20.4420716275","115.54791958","0.427025519279","None"
"1693","2610","House Mouse","Mus musculus","Rodent","null","Satisfactory","2003","2003","Failed","Whole Island","Toxicant","NA","NA","Unknown","NA","Brodifacoum","NA","null","null","null","19654","D'Arros","Indian Ocean - West","Seychelles","Amirantes Islands","-5.4159000142","53.29853999","1.63776500547","11 - 100"
"1699","2621","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2009","2009","Successful","Incursion Response","Trapping","NA","NA","NA","NA","NA","NA","null","null","null","26833","Lady Alice (Mauimua)","Pacific Ocean - South West","New Zealand","Hen and Chicken Islands","-35.8898963974","174.72807436","1.42281234253","None"
